sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
"Good performance , good quality , Sony never disappoints , the quality of the sound it produces is very good","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O']","['Good', 'performance', ',', 'good', 'quality', ',', 'Sony', 'never', 'disappoints', ',', 'the', 'quality', 'of', 'the', 'sound', 'it', 'produces', 'is', 'very', 'good']","['performance', 'the sound']","[[1], [13, 14]]","['Positive', 'Positive']","[[0.0006400193669833243, 0.0008829172002151608, 0.998477041721344], [0.0004927836707793176, 0.0006794152432121336, 0.9988277554512024]]","[0.9985, 0.9988]"
shopee again you app is too lack after the update the app seem to be slow and very lagging please do something,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['shopee', 'again', 'you', 'app', 'is', 'too', 'lack', 'after', 'the', 'update', 'the', 'app', 'seem', 'to', 'be', 'slow', 'and', 'very', 'lagging', 'please', 'do', 'something']",['app'],[[3]],['Negative'],"[[0.9988514184951782, 0.0008118725963868201, 0.0003366949677001685]]",[0.9989]
materialsoft very comfortable qualitygood yeah the material of the shirt is very beautiful and comfortable the print is also beautiful the color is also beautiful,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['materialsoft', 'very', 'comfortable', 'qualitygood', 'yeah', 'the', 'material', 'of', 'the', 'shirt', 'is', 'very', 'beautiful', 'and', 'comfortable', 'the', 'print', 'is', 'also', 'beautiful', 'the', 'color', 'is', 'also', 'beautiful']","['materialsoft', 'material', 'print', 'color']","[[0], [6], [16], [21]]","['Positive', 'Positive', 'Positive', 'Positive']","[[0.0007208007154986262, 0.0005557569093070924, 0.9987234473228455], [0.000856452330481261, 0.0005370736471377313, 0.9986065030097961], [0.0005616393755190074, 0.00045010383473709226, 0.9989882111549377], [0.0007795701385475695, 0.0005328702973201871, 0.9986875653266907]]","[0.9987, 0.9986, 0.999, 0.9987]"
original good goods rm0 covid19 vaccination will be given in stages according to eligibility phase protect yourself protect everyone,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['original', 'good', 'goods', 'rm0', 'covid19', 'vaccination', 'will', 'be', 'given', 'in', 'stages', 'according', 'to', 'eligibility', 'phase', 'protect', 'yourself', 'protect', 'everyone']",[],[],[],[],[]
"Remember it ' s thick , it looks thin , but it ' s ok , the fabric is soft and not very hot","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['Remember', 'it', ""'"", 's', 'thick', ',', 'it', 'looks', 'thin', ',', 'but', 'it', ""'"", 's', 'ok', ',', 'the', 'fabric', 'is', 'soft', 'and', 'not', 'very', 'hot']",['fabric'],[[17]],['Positive'],"[[0.0005273666465654969, 0.000752973195631057, 0.9987196922302246]]",[0.9987]
its jersey type is very rare,"['O', 'B-ASP', 'O', 'O', 'O', 'O']","['its', 'jersey', 'type', 'is', 'very', 'rare']",['jersey'],[[1]],['Negative'],"[[0.9960391521453857, 0.003431870834901929, 0.0005289631080813706]]",[0.996]
love this app easy to use found many good deals here,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['love', 'this', 'app', 'easy', 'to', 'use', 'found', 'many', 'good', 'deals', 'here']",['app'],[[2]],['Positive'],"[[0.001802335144020617, 0.0002859532251022756, 0.9979117512702942]]",[0.9979]
added more than 10 items in the cart and all went missing,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['added', 'more', 'than', '10', 'items', 'in', 'the', 'cart', 'and', 'all', 'went', 'missing']",['cart'],[[7]],['Negative'],"[[0.9965217113494873, 0.0032475413754582405, 0.0002308164694113657]]",[0.9965]
like shopee games collect coins to save costs for items purchase but later found dishonest seller changed and increased the prices want me close order report to shopee support no reply soon gave me anxieties for 1 week from rating 5 rated to 4 shopee service auto refund and shopee coins purchased the product,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['like', 'shopee', 'games', 'collect', 'coins', 'to', 'save', 'costs', 'for', 'items', 'purchase', 'but', 'later', 'found', 'dishonest', 'seller', 'changed', 'and', 'increased', 'the', 'prices', 'want', 'me', 'close', 'order', 'report', 'to', 'shopee', 'support', 'no', 'reply', 'soon', 'gave', 'me', 'anxieties', 'for', '1', 'week', 'from', 'rating', '5', 'rated', 'to', '4', 'shopee', 'service', 'auto', 'refund', 'and', 'shopee', 'coins', 'purchased', 'the', 'product']",['prices'],[[20]],['Negative'],"[[0.9980376362800598, 0.0014440331142395735, 0.0005183988250792027]]",[0.998]
easy n fast,"['O', 'O', 'O']","['easy', 'n', 'fast']",[],[],[],[],[]
the messaging system has got to improve it doesnt show updated messages and the online status is not accurate at all,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'messaging', 'system', 'has', 'got', 'to', 'improve', 'it', 'doesnt', 'show', 'updated', 'messages', 'and', 'the', 'online', 'status', 'is', 'not', 'accurate', 'at', 'all']",['messaging'],[[1]],['Negative'],"[[0.9984696507453918, 0.0012292909668758512, 0.0003009635547641665]]",[0.9985]
when they send you an email to verify your email address theres a big button that says yes but it actually also automatically signs you up for their newsletter the link where you verify email address only without subscribing is a fine print in small font below the button they have no instructions on unsubscribing you cant even just log on the website to unsubscribe as almost every other platform allows you are forced to download their app to unsubscribe there deliberately misleading,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['when', 'they', 'send', 'you', 'an', 'email', 'to', 'verify', 'your', 'email', 'address', 'theres', 'a', 'big', 'button', 'that', 'says', 'yes', 'but', 'it', 'actually', 'also', 'automatically', 'signs', 'you', 'up', 'for', 'their', 'newsletter', 'the', 'link', 'where', 'you', 'verify', 'email', 'address', 'only', 'without', 'subscribing', 'is', 'a', 'fine', 'print', 'in', 'small', 'font', 'below', 'the', 'button', 'they', 'have', 'no', 'instructions', 'on', 'unsubscribing', 'you', 'cant', 'even', 'just', 'log', 'on', 'the', 'website', 'to', 'unsubscribe', 'as', 'almost', 'every', 'other', 'platform', 'allows', 'you', 'are', 'forced', 'to', 'download', 'their', 'app', 'to', 'unsubscribe', 'there', 'deliberately', 'misleading']",[],[],[],[],[]
great platform during circuit breakeras we are not able to expose ourself outside to contain the covid19 situations effectively,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['great', 'platform', 'during', 'circuit', 'breakeras', 'we', 'are', 'not', 'able', 'to', 'expose', 'ourself', 'outside', 'to', 'contain', 'the', 'covid19', 'situations', 'effectively']",['circuit'],[[3]],['Positive'],"[[0.0005208170623518527, 0.001967634307220578, 0.9975115060806274]]",[0.9975]
ok easy to use according to the price,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP']","['ok', 'easy', 'to', 'use', 'according', 'to', 'the', 'price']","['use', 'price']","[[3], [7]]","['Positive', 'Positive']","[[0.001593838445842266, 0.00048661601613275707, 0.9979196190834045], [0.002043150132521987, 0.0006468635983765125, 0.9973100423812866]]","[0.9979, 0.9973]"
have been with this app for more than 2 years but now is getting worst item brought last on 24 dec until now still havent reach,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['have', 'been', 'with', 'this', 'app', 'for', 'more', 'than', '2', 'years', 'but', 'now', 'is', 'getting', 'worst', 'item', 'brought', 'last', 'on', '24', 'dec', 'until', 'now', 'still', 'havent', 'reach']",['app'],[[4]],['Positive'],"[[0.494039922952652, 0.007340135518461466, 0.4986199140548706]]",[0.4986]
so many items and cheaper than other sites also delivery time is faster,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O']","['so', 'many', 'items', 'and', 'cheaper', 'than', 'other', 'sites', 'also', 'delivery', 'time', 'is', 'faster']",['delivery time'],"[[9, 10]]",['Positive'],"[[0.0007716368418186903, 0.0005493590724654496, 0.998678982257843]]",[0.9987]
shopee offer much better pricing speed of delivery n better services many times than lazada i use lazada for 3 years their list show original but u get imitation delivery are like min 4 weeks customer service sucked when u want to return thanks shopee,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['shopee', 'offer', 'much', 'better', 'pricing', 'speed', 'of', 'delivery', 'n', 'better', 'services', 'many', 'times', 'than', 'lazada', 'i', 'use', 'lazada', 'for', '3', 'years', 'their', 'list', 'show', 'original', 'but', 'u', 'get', 'imitation', 'delivery', 'are', 'like', 'min', '4', 'weeks', 'customer', 'service', 'sucked', 'when', 'u', 'want', 'to', 'return', 'thanks', 'shopee']","['delivery', 'services', 'delivery', 'customer']","[[7], [10], [29], [35]]","['Positive', 'Positive', 'Positive', 'Negative']","[[0.0021785711869597435, 0.00047488801646977663, 0.9973465204238892], [0.0055488096550107, 0.0009260649676434696, 0.9935251474380493], [0.0021785711869597435, 0.00047488801646977663, 0.9973465204238892], [0.9984747767448425, 0.0011896239593625069, 0.00033548311330378056]]","[0.9973, 0.9935, 0.9973, 0.9985]"
tq and fast deliverygood product,"['O', 'O', 'O', 'B-ASP', 'O']","['tq', 'and', 'fast', 'deliverygood', 'product']",['deliverygood'],[[3]],['Positive'],"[[0.009218187071383, 0.002885917667299509, 0.9878958463668823]]",[0.9879]
qualityno good materialno good,"['O', 'O', 'B-ASP', 'O']","['qualityno', 'good', 'materialno', 'good']",['materialno'],[[2]],['Negative'],"[[0.9473325610160828, 0.007814029231667519, 0.04485340043902397]]",[0.9473]
a seller disrespect me and when reports the seller there was no action taken,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'seller', 'disrespect', 'me', 'and', 'when', 'reports', 'the', 'seller', 'there', 'was', 'no', 'action', 'taken']",['seller'],[[1]],['Negative'],"[[0.9985874891281128, 0.0011211232049390674, 0.00029145690496079624]]",[0.9986]
a little laggy but still one of the best imo they have a large variety of items coz they linked up with china sellers and the algo automatically identifies similar things very easy to use app but it lags occasionally and there will be an error popping up whenever i click into each listing good effort overall i trust that shopee can get better and will bet better thanks for creating such an app and dethroning qoo10,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'little', 'laggy', 'but', 'still', 'one', 'of', 'the', 'best', 'imo', 'they', 'have', 'a', 'large', 'variety', 'of', 'items', 'coz', 'they', 'linked', 'up', 'with', 'china', 'sellers', 'and', 'the', 'algo', 'automatically', 'identifies', 'similar', 'things', 'very', 'easy', 'to', 'use', 'app', 'but', 'it', 'lags', 'occasionally', 'and', 'there', 'will', 'be', 'an', 'error', 'popping', 'up', 'whenever', 'i', 'click', 'into', 'each', 'listing', 'good', 'effort', 'overall', 'i', 'trust', 'that', 'shopee', 'can', 'get', 'better', 'and', 'will', 'bet', 'better', 'thanks', 'for', 'creating', 'such', 'an', 'app', 'and', 'dethroning', 'qoo10']",[],[],[],[],[]
buy 2 products so far so good on time servicekeep it up had ordered my contact lens in msia but too bad it was cancelled,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['buy', '2', 'products', 'so', 'far', 'so', 'good', 'on', 'time', 'servicekeep', 'it', 'up', 'had', 'ordered', 'my', 'contact', 'lens', 'in', 'msia', 'but', 'too', 'bad', 'it', 'was', 'cancelled']",['time servicekeep'],"[[8, 9]]",['Positive'],"[[0.0007011009147390723, 0.00035483119427226484, 0.998944103717804]]",[0.9989]
unable to even sign up with phone number i dont receive the verification code to verify phone,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O']","['unable', 'to', 'even', 'sign', 'up', 'with', 'phone', 'number', 'i', 'dont', 'receive', 'the', 'verification', 'code', 'to', 'verify', 'phone']",['verification code'],"[[12, 13]]",['Negative'],"[[0.994242250919342, 0.005474191624671221, 0.0002835124032571912]]",[0.9942]
i still like to use this online shopping platform,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'still', 'like', 'to', 'use', 'this', 'online', 'shopping', 'platform']",[],[],[],[],[]
its great to shop with shopee,"['O', 'O', 'O', 'B-ASP', 'O', 'O']","['its', 'great', 'to', 'shop', 'with', 'shopee']",['shop'],[[3]],['Positive'],"[[0.003742165630683303, 0.0010644641006365418, 0.9951933026313782]]",[0.9952]
had to download an app just to stop the automatic email subscription that i never asked for or did myself edit i know i can turn it off in the app its the only way to and i had to do it just because the web version was incomplete and the service wanted to intrude deep into my data,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['had', 'to', 'download', 'an', 'app', 'just', 'to', 'stop', 'the', 'automatic', 'email', 'subscription', 'that', 'i', 'never', 'asked', 'for', 'or', 'did', 'myself', 'edit', 'i', 'know', 'i', 'can', 'turn', 'it', 'off', 'in', 'the', 'app', 'its', 'the', 'only', 'way', 'to', 'and', 'i', 'had', 'to', 'do', 'it', 'just', 'because', 'the', 'web', 'version', 'was', 'incomplete', 'and', 'the', 'service', 'wanted', 'to', 'intrude', 'deep', 'into', 'my', 'data']","['email', 'web']","[[10], [45]]","['Negative', 'Negative']","[[0.8552267551422119, 0.1428494155406952, 0.0019237784435972571], [0.9665812849998474, 0.032264381647109985, 0.001154284575022757]]","[0.8552, 0.9666]"
always feel safe making purchase and had good experience,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['always', 'feel', 'safe', 'making', 'purchase', 'and', 'had', 'good', 'experience']",['experience'],[[8]],['Positive'],"[[0.0005356176407076418, 0.0005521366256289184, 0.9989122152328491]]",[0.9989]
performanceso far so good qualitygood just nice sound best small and not bulky convenient on ear so it hurts a little if used for a long time fast delivery thankss quality okay until it is in good condition not damaged perfect,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performanceso', 'far', 'so', 'good', 'qualitygood', 'just', 'nice', 'sound', 'best', 'small', 'and', 'not', 'bulky', 'convenient', 'on', 'ear', 'so', 'it', 'hurts', 'a', 'little', 'if', 'used', 'for', 'a', 'long', 'time', 'fast', 'delivery', 'thankss', 'quality', 'okay', 'until', 'it', 'is', 'in', 'good', 'condition', 'not', 'damaged', 'perfect']","['performanceso', 'sound', 'delivery']","[[0], [7], [28]]","['Positive', 'Positive', 'Positive']","[[0.0006717664073221385, 0.00042028044117614627, 0.9989079236984253], [0.0006992315757088363, 0.00033582275500521064, 0.9989649057388306], [0.0013761710142716765, 0.0007828099769540131, 0.9978410005569458]]","[0.9989, 0.999, 0.9978]"
"performancegood qualitygood stuff is okay , it ' s really good to listen to the song you use , it ' s amazing","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performancegood', 'qualitygood', 'stuff', 'is', 'okay', ',', 'it', ""'"", 's', 'really', 'good', 'to', 'listen', 'to', 'the', 'song', 'you', 'use', ',', 'it', ""'"", 's', 'amazing']",['performancegood qualitygood'],"[[0, 1]]",['Positive'],"[[0.000645219290163368, 0.008741130121052265, 0.9906136989593506]]",[0.9906]
"Materialsport jersey quality , good fabric , not hot , light weight , suitable for sports , very suitable for Malaysian weather , height 157cm , weight 62kg , just cut the body , this shirt is not for plus size","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Materialsport', 'jersey', 'quality', ',', 'good', 'fabric', ',', 'not', 'hot', ',', 'light', 'weight', ',', 'suitable', 'for', 'sports', ',', 'very', 'suitable', 'for', 'Malaysian', 'weather', ',', 'height', '157cm', ',', 'weight', '62kg', ',', 'just', 'cut', 'the', 'body', ',', 'this', 'shirt', 'is', 'not', 'for', 'plus', 'size']",['fabric'],[[5]],['Positive'],"[[9.044577018357813e-05, 0.0012968187220394611, 0.9986127614974976]]",[0.9986]
item received in good condition and very satisfied with the itemfast delivery by seller tqvm,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['item', 'received', 'in', 'good', 'condition', 'and', 'very', 'satisfied', 'with', 'the', 'itemfast', 'delivery', 'by', 'seller', 'tqvm']",['delivery'],[[11]],['Positive'],"[[0.0006976832519285381, 0.0005331085994839668, 0.998769223690033]]",[0.9988]
mostly trustworthy sellers and great deal found in shopee that you cant miss,"['O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['mostly', 'trustworthy', 'sellers', 'and', 'great', 'deal', 'found', 'in', 'shopee', 'that', 'you', 'cant', 'miss']","['sellers', 'deal']","[[2], [5]]","['Positive', 'Positive']","[[0.0010142825776711106, 0.0004799436719622463, 0.9985058307647705], [0.0009298061486333609, 0.00046907473006285727, 0.9986011385917664]]","[0.9985, 0.9986]"
